あさあけの まとふきいるる はるかせに いつくともなき うめかかそする
あさあけの やまわけころも ぬれてけり ふかきよたちの つゆのしめりに
あさかすみ うめのたちえは みえねとも そなたのかせに かやはかくるる
あさかすみ ふかくみゆるや けふりたつ むろのやしまの わたりなるらむ
あさかほの あたにはかなき いのちをは つとめてのみそ しはしたもたむ
あさかほの つゆのわかみを おきなから まつきえにける ひとそかなしき
あさかほの はなはまかきに うゑてみむ つねならぬよを おもひしるやと
あさからす おもひそめてし ころもかは かかるせにこそ そてもぬれけれ
あさからす ちきれはとても たのまめや わかこころたに かはりゆくよに
あさからぬ ちきりむすへる こころはは たむけのかみそ しるへかりける
あさからむ ことをたにこそ おもひしか たえやはつへき やまのゐのみつ
あさきせに さをさしわふる かはふねの こころもゆかぬ よをわたるらむ
あさきせは たたもゆくへき さはたかは まきのつきはし なにわたすらむ
あさきりに いそのなみわけ ゆくふねは おきにいてぬも とほさかりつつ
あさきりに ぬれにしころも ほさすして ひとりやきみか やまちこゆらむ
あさきりに よとのわたりを ゆくふねの しらぬわかれも そてはぬれけり
あさきりの はれゆくをちの やまもとに もみちましれる たけのひとむら
あさくとも たのみこそせめ なみたかは さてもあふせの かはりはてすは
あさことに あはれをいとと ますかかみ しらぬおきなを いつまてかみむ
あさことに おくつゆそてに うけためて よのうきときの なみたにそかる
あさことに つゆはおけとも ひとこふる わかことのはは いろもかはらす
あさことに ほすかたもなし からころも よなよなそての そほちまされは
あさことに みしみやこちの たえぬれは ことあやまりに とふひともなし
あさことに わかもとゆひに おくしもの しろきをみれは あきそくれゆく
あさことの かかみのうへに みるかけの むなしかりける よにやとるかな
あさこほり とくるまもなき きみにより なとてそほつる たもとなるらむ
あさちはら あきかせふきぬ あはれまた いかにこころの ならむとすらむ
あさちはら かせをまつまの すゑのつゆ つひにはそれも もとのしつくを
あさちはら すゑはかれゆく はつしもの したにものこる むしのこゑかな
あさちはら たままくくすの うらかせの うらかなしかる あきはきにけり
あさちはら ぬしなきやとの さくらはな こころやすくや かせにちるらむ
あさちはら はすゑにむすふ つゆことに ひかりをわけて やとるつきかけ
あさちふに あきまつほとや しのふらむ ききもわかれぬ むしのこゑこゑ
あさちふに けさおくつゆの さむけくに かれにしひとの なそやこひしき
あさちふの あきのゆふへの きりきりす ねになきぬへき ときはしりけり
あさちふの しもよのむしも こゑすみて あれたるにはそ つきはさひしき
あさちふの をののあきかせ はらへとも あまりてつゆや なほむすふらむ
あさちふの をののしのはら かせそよき ひとしるらめや あきたちぬとも
あさちふの をののしのはら しのふれと あまりてなとか ひとのこひしき
